name,location,price,area_type,area,bhk
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹70 Lac,Carpet Area,"632 sqft
(59 sqm)","2 BHK
(2 Baths)"
"Signature Global the Millennia
3.1","2 BHK Flat in Sector 37D, Gurgaon",₹73.5 Lac,Super Built-up Area,"644 sqft
(60 sqm)","2 BHK
(2 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹1.87 Cr,Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.93 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2.02 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹1.8 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹1.88 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.99 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹1.84 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹1.85 Cr,Carpet Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹1.8 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
"SS The Coralwood
3.5","3 BHK Flat in Sector 84, Gurgaon",₹1.85 Cr,Super Built-up Area,"1,750 sqft
(163 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
,,,,,
Signature The Millennia 3,"2 BHK Flat in Sector 37D, Gurgaon",₹70 Lac,Carpet Area,"598 sqft
(56 sqm)","2 BHK
(2 Baths)"
"MVN Athens
3.8","2 BHK Flat in Sohna, Gurgaon",₹37 Lac,Carpet Area,"457 sqft
(42 sqm)","2 BHK
(2 Baths)"
Signature Global The Millennia 2,"2 BHK Flat in Sector 37D, Gurgaon",₹70 Lac,Carpet Area,"595 sqft
(55 sqm)","2 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹2 Cr,Super Built-up Area,"1,389 sqft
(129 sqm)","3 BHK
(2 Baths)"
"M3M The Marina
3.9","3 BHK Flat in Sector 68, Gurgaon",₹1.99 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(2 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.5 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Skycity
3.8","3 BHK Flat in Sector 65, Gurgaon",₹3.38 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.92 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
Hero Homes,"3 BHK Flat in Sector 104, Gurgaon",₹1.95 Cr,Super Built-up Area,"1,359 sqft
(126 sqm)","3 BHK
(2 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.3 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.4 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.55 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Skycity
3.8","3 BHK Flat in Sector 65, Gurgaon",₹3.49 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Skycity
3.8","3 BHK Flat in Sector 65, Gurgaon",₹3.4 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Skycity
3.8","3 BHK Flat in Sector 65, Gurgaon",₹3.47 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.31 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.35 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.4 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Skycity
3.8","3 BHK Flat in Sector 65, Gurgaon",₹3.47 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
M3M 65th Avenue,"3 BHK Flat in Sector 65, Gurgaon",₹3.5 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"Orris Carnation Residency
3.7","3 BHK Flat in Sector 85, Gurgaon",₹1.31 Cr,Carpet Area,"1,485 sqft
(138 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.35 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
,,,,,
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.38 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.5 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"Orris Carnation Residency
3.7","3 BHK Flat in Sector 85, Gurgaon",₹1.44 Cr,Carpet Area,"1,485 sqft
(138 sqm)","3 BHK
(3 Baths)"
"Orris Carnation Residency
3.7","3 BHK Flat in Sector 85, Gurgaon",₹1.31 Cr,Super Built-up Area,"1,475 sqft
(137 sqm)","3 BHK
(3 Baths)"
"Orris Carnation Residency
3.7","3 BHK Flat in Sector 85, Gurgaon",₹1.33 Cr,Carpet Area,"1,485 sqft
(138 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.47 Cr,Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.5 Cr,Super Built-up Area,"1,932 sqft
(179 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.42 Cr,Super Built-up Area,"1,887 sqft
(175 sqm)","3 BHK
(3 Baths)"
"Orris Carnation Residency
3.7","3 BHK Flat in Sector 85, Gurgaon",₹1.41 Cr,Carpet Area,"1,485 sqft
(138 sqm)","3 BHK
(3 Baths)"
"Orris Carnation Residency
3.7","3 BHK Flat in Sector 85, Gurgaon",₹1.35 Cr,Carpet Area,"1,485 sqft
(138 sqm)","3 BHK
(3 Baths)"
M3M Flora,"3 BHK Flat in Sector 68, Gurgaon",₹2.55 Cr,Super Built-up Area,"1,635 sqft
(152 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.5 Cr,Super Built-up Area,"1,932 sqft
(179 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.47 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.45 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"Vatika Gurgaon 21
3.9","2 BHK Flat in Sector 83, Gurgaon",₹1.4 Cr,Super Built-up Area,"1,245 sqft
(116 sqm)","2 BHK
(2 Baths)"
"Vatika Gurgaon 21
3.9","2 BHK Flat in Sector 83, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,245 sqft
(116 sqm)","2 BHK
(2 Baths)"
"Vatika Gurgaon 21
3.9","2 BHK Flat in Sector 83, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,245 sqft
(116 sqm)","2 BHK
(2 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.56 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"M3M Heights
3.7","3 BHK Flat in Sector 65, Gurgaon",₹3.48 Cr,Super Built-up Area,"1,828 sqft
(170 sqm)","3 BHK
(3 Baths)"
"HCBS Sports Ville
3.5","2 BHK Flat in Sohna, Gurgaon",₹45 Lac,Built-up Area,"737 sqft
(68 sqm)","2 BHK
(2 Baths)"
"Vatika Gurgaon 21
3.9","2 BHK Flat in Sector 83, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,245 sqft
(116 sqm)","2 BHK
(2 Baths)"
"Vatika Gurgaon 21
3.9","2 BHK Flat in Sector 83, Gurgaon",₹1.42 Cr,Super Built-up Area,"1,245 sqft
(116 sqm)","2 BHK
(2 Baths)"
"GLS Arawali Homes
3.7","2 BHK Flat in Sohna, Gurgaon",₹45 Lac,Carpet Area,"745 sqft
(69 sqm)","2 BHK
(2 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.66 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
,,,,,
Pivotal Devaan,"2 BHK Flat in Sector 84, Gurgaon",₹62 Lac,Super Built-up Area,"580 sqft
(54 sqm)","2 BHK
(2 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.68 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.68 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.7 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.67 Cr,Super Built-up Area,"2,103 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.66 Cr,Super Built-up Area,"2,132 sqft
(198 sqm)","3 BHK
(3 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.7 Cr,Super Built-up Area,"2,132 sqft
(198 sqm)","3 BHK
(3 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(3 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.82 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.71 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.75 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹4 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.8 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.79 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.7 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
Pivotal Devaan,"2 BHK Flat in Sector 84, Gurgaon",₹61 Lac,Super Built-up Area,"583 sqft
(54 sqm)","2 BHK
(2 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.73 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
Pivotal Devaan,"2 BHK Flat in Sector 84, Gurgaon",₹61 Lac,Super Built-up Area,"583 sqft
(54 sqm)","2 BHK
(2 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
Pivotal Devaan,"2 BHK Flat in Sector 84, Gurgaon",₹64 Lac,Carpet Area,"483 sqft
(45 sqm)","2 BHK
(2 Baths)"
"GLS Arawali Homes
3.7","3 BHK Flat in Sohna, Gurgaon",₹67.5 Lac,Super Built-up Area,"746 sqft
(69 sqm)","3 BHK
(2 Baths)"
,,,,,
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.82 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.68 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.7 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
"GLS Arawali Homes
3.7","3 BHK Flat in Sohna, Gurgaon",₹64.57 Lac,Super Built-up Area,"746 sqft
(69 sqm)","3 BHK
(2 Baths)"
"GLS Arawali Homes
3.7","3 BHK Flat in Sohna, Gurgaon",₹65 Lac,Super Built-up Area,"713 sqft
(66 sqm)","3 BHK
(2 Baths)"
"GLS Arawali Homes
3.7","3 BHK Flat in Sohna, Gurgaon",₹65 Lac,Super Built-up Area,"713 sqft
(66 sqm)","3 BHK
(2 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.67 Cr,Super Built-up Area,"2,103 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.68 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
"GLS Arawali Homes
3.7","3 BHK Flat in Sohna, Gurgaon",₹65 Lac,Super Built-up Area,"713 sqft
(66 sqm)","3 BHK
(2 Baths)"
"GLS Arawali Homes
3.7","3 BHK Flat in Sohna, Gurgaon",₹63 Lac,Super Built-up Area,"713 sqft
(66 sqm)","3 BHK
(2 Baths)"
"Vatika City
4.0","3 BHK Flat in Sector 49, Gurgaon",₹3.29 Cr,Super Built-up Area,"1,881 sqft
(175 sqm)","3 BHK
(3 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.7 Cr,Super Built-up Area,"2,132 sqft
(198 sqm)","3 BHK
(3 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,092 sqft
(194 sqm)","3 BHK
(3 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,298 sqft
(121 sqm)","2 BHK
(2 Baths)"
"Orchid Petals
4.1","3 BHK Flat in Sector 49, Gurgaon",₹3.14 Cr,Super Built-up Area,"1,805 sqft
(168 sqm)","3 BHK
(3 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.2 Cr,Carpet Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"DLF The Ultima
4.1","3 BHK Flat in Sector 81, Gurgaon",₹3.65 Cr,Super Built-up Area,"2,100 sqft
(195 sqm)","3 BHK
(4 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.35 Cr,Super Built-up Area,"1,300 sqft
(121 sqm)","2 BHK
(2 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.38 Cr,Super Built-up Area,"1,300 sqft
(121 sqm)","2 BHK
(2 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,300 sqft
(121 sqm)","2 BHK
(2 Baths)"
"Orchid Petals
4.1","3 BHK Flat in Sector 49, Gurgaon",₹3 Cr,Super Built-up Area,"1,805 sqft
(168 sqm)","3 BHK
(3 Baths)"
"Orchid Petals
4.1","3 BHK Flat in Sector 49, Gurgaon",₹3.25 Cr,Super Built-up Area,"1,805 sqft
(168 sqm)","3 BHK
(3 Baths)"
,,,,,
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.25 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Vatika The Seven Lamps
3.8","2 BHK Flat in Sector 82, Gurgaon",₹1.45 Cr,Super Built-up Area,"1,298 sqft
(121 sqm)","2 BHK
(2 Baths)"
"Bestech Park View City 2
4.0","3 BHK Flat in Sector 49, Gurgaon",₹3.2 Cr,Super Built-up Area,"1,859 sqft
(173 sqm)","3 BHK
(4 Baths)"
"Bestech Park View City 2
4.0","3 BHK Flat in Sector 49, Gurgaon",₹3.08 Cr,Super Built-up Area,"1,859 sqft
(173 sqm)","3 BHK
(4 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.2 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.3 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.25 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Bestech Park View City 2
4.0","3 BHK Flat in Sector 49, Gurgaon",₹3.1 Cr,Super Built-up Area,"1,859 sqft
(173 sqm)","3 BHK
(4 Baths)"
"Bestech Park View City 2
4.0","3 BHK Flat in Sector 49, Gurgaon",₹3.15 Cr,Super Built-up Area,"1,859 sqft
(173 sqm)","3 BHK
(4 Baths)"
"Bestech Park View City 2
4.0","3 BHK Flat in Sector 49, Gurgaon",₹3.2 Cr,Super Built-up Area,"1,859 sqft
(173 sqm)","3 BHK
(4 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.17 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.3 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.3 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"Ramsons Kshitij
3.8","2 BHK Flat in Sector 95, Gurgaon",₹45 Lac,Carpet Area,"560 sqft
(52 sqm)","2 BHK
(2 Baths)"
"AWHO Sujjan Vihar
3.9","3 BHK Flat in Sector 43, Gurgaon",₹2.4 Cr,Super Built-up Area,"1,650 sqft
(153 sqm)","3 BHK
(3 Baths)"
"AWHO Sujjan Vihar
3.9","3 BHK Flat in Sector 43, Gurgaon",₹2.5 Cr,Carpet Area,"1,645 sqft
(153 sqm)","3 BHK
(3 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.22 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.25 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.3 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"AWHO Sujjan Vihar
3.9","3 BHK Flat in Sector 43, Gurgaon",₹2.5 Cr,Carpet Area,"1,645 sqft
(153 sqm)","3 BHK
(3 Baths)"
"DLF The Ultima
4.1","4 BHK Flat in Sector 81, Gurgaon",₹4.85 Cr,Super Built-up Area,"2,995 sqft
(278 sqm)","4 BHK
(5 Baths)"
"DLF The Ultima
4.1","4 BHK Flat in Sector 81, Gurgaon",₹4.95 Cr,Super Built-up Area,"2,872 sqft
(267 sqm)","4 BHK
(4 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.24 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.2 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
"M3M Woodshire
4.1","2 BHK Flat in Sector 107, Gurgaon",₹1.2 Cr,Super Built-up Area,"1,366 sqft
(127 sqm)","2 BHK
(2 Baths)"
,,,,,
"DLF The Ultima
4.1","4 BHK Flat in Sector 81, Gurgaon",₹4.75 Cr,Super Built-up Area,"2,872 sqft
(267 sqm)","4 BHK
(4 Baths)"
"DLF The Ultima
4.1","4 BHK Flat in Sector 81, Gurgaon",₹4.99 Cr,Super Built-up Area,"2,872 sqft
(267 sqm)","4 BHK
(4 Baths)"
"DLF The Ultima
4.1","4 BHK Flat in Sector 81, Gurgaon",₹4.86 Cr,Super Built-up Area,"2,872 sqft
(267 sqm)","4 BHK
(4 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","2 BHK Flat in Sector 102, Gurgaon",₹1.56 Cr,Super Built-up Area,"915 sqft
(85 sqm)","2 BHK
(2 Baths)"
Signature Global Golf Greens,"3 BHK Flat in Sector 79, Gurgaon",₹70 Lac,Carpet Area,"638 sqft
(59 sqm)","3 BHK
(3 Baths)"
Sare Petioles,"4 BHK Flat in Sector 92, Gurgaon",₹1.9 Cr,Super Built-up Area,"2,226 sqft
(207 sqm)","4 BHK
(4 Baths)"
"DLF The Ultima
4.1","4 BHK Flat in Sector 81, Gurgaon",₹4.8 Cr,Super Built-up Area,"2,872 sqft
(267 sqm)","4 BHK
(4 Baths)"
"DLF The Ultima
4.1","4 BHK Flat in Sector 81, Gurgaon",₹4.9 Cr,Super Built-up Area,"2,825 sqft
(262 sqm)","4 BHK
(5 Baths)"
"DLF The Ultima
4.1","4 BHK Flat in Sector 81, Gurgaon",₹4.8 Cr,Super Built-up Area,"2,872 sqft
(267 sqm)","4 BHK
(4 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","2 BHK Flat in Sector 102, Gurgaon",₹1.55 Cr,Super Built-up Area,"915 sqft
(85 sqm)","2 BHK
(2 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","2 BHK Flat in Sector 102, Gurgaon",₹1.5 Cr,Super Built-up Area,"915 sqft
(85 sqm)","2 BHK
(2 Baths)"
"Shapoorji Pallonji Joyville Gurugram
4.0","2 BHK Flat in Sector 102, Gurgaon",₹1.53 Cr,Super Built-up Area,"915 sqft
(85 sqm)","2 BHK
(2 Baths)"
